0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,genre
-113.59882354736328,121.57067108154297,-19.162261962890625,42.36394119262695,-6.3622660636901855,18.621931076049805,-13.69973373413086,15.339801788330078,-12.27430534362793,10.970946311950684,-8.326061248779297,8.802087783813477,-3.669940710067749,50.68894577026367,17.200204849243164,15.348760604858398,12.28978157043457,12.961207389831543,9.443115234375,8.2221097946167,8.306714057922363,9.06751537322998,7.959053993225098,7.859070777893066,7.161057949066162,6.4199604988098145,0.3622428774833679,0.3678170144557953,0.4398343563079834,0.24469175934791565,0.24786198139190674,0.33561640977859497,0.3646187484264374,0.4356837272644043,0.2959856390953064,0.31508031487464905,0.4070083498954773,0.38510069251060486,2002.4124072733878,1784.1226412753101,3805.7230301080335,15.986115582904988,15.098203280233077,18.45414937398574,18.36224256380132,18.91743082487246,17.18981618296861,39.655065886134096,4.346550827605142,4.195463428161898,4.620337181425035,3.6288329762655622,3.485783959081078,2.520680238837813,3.0673751007843144,0.1301843225955963,123.046875,blues
-207.52383422851562,123.98513793945312,8.947019577026367,35.867149353027344,2.909594774246216,21.519472122192383,-8.556512832641602,23.370676040649414,-10.103608131408691,11.899242401123047,-5.558824062347412,5.377876281738281,-2.2344918251037598,88.14252471923828,23.662490844726562,23.923551559448242,16.270116806030273,16.732484817504883,12.504671096801758,14.170463562011719,11.940147399902344,12.88854694366455,10.215539932250977,10.25457763671875,9.808390617370605,8.05438232421875,0.46004024147987366,0.350182443857193,0.3208068311214447,0.2114715874195099,0.2007884532213211,0.33079418540000916,0.39737874269485474,0.560355007648468,0.3841792643070221,0.2553257942199707,0.28477612137794495,0.33409368991851807,2038.9876082704006,1530.2617669893777,3550.7136156830047,15.984938219468534,17.059629950728368,19.133786481283217,19.188013073537594,18.326915370064803,17.505238912530242,37.50887830714264,4.193373173236614,4.60987863990361,4.8141535842054965,4.2810645287149525,3.508558337847112,3.1308614740311596,5.829866361418557,0.09590782225131989,67.99958881578948,blues
-90.75716400146484,140.4408721923828,-29.08454704284668,31.68669319152832,-13.976547241210938,25.753751754760742,-13.664990425109863,11.634442329406738,-11.778322219848633,9.71475601196289,-13.125313758850098,5.7912468910217285,-8.901966094970703,57.60110092163086,22.55784034729004,20.29936981201172,11.998091697692871,12.476431846618652,8.625062942504883,10.336393356323242,10.320865631103516,8.092109680175781,8.23664665222168,7.594205379486084,8.030862808227539,7.771137237548828,0.272900253534317,0.1959526538848877,0.3151654303073883,0.4079861640930176,0.5468201637268066,0.32169872522354126,0.304656982421875,0.2884035110473633,0.3341522514820099,0.4018186926841736,0.3843894898891449,0.5885082483291626,1747.7540868495225,1552.8324814348227,3042.4101154654873,26.345502763614213,14.1918816655083,17.701924091363754,19.419605086040423,20.342664693920085,18.31105908724081,39.02640651663989,5.480776459429234,3.9643568744213558,5.00175510413186,4.187273436097571,3.78103348448557,2.925899610812458,3.27350216774165,0.17547321319580078,161.4990234375,blues
-199.57513427734375,150.0861053466797,5.6634039878845215,26.85527801513672,1.7700715065002441,14.232646942138672,-4.827844619750977,9.286852836608887,-0.7561202049255371,8.134434700012207,-3.200026035308838,6.078081130981445,-2.478445053100586,74.21769714355469,21.361392974853516,16.034643173217773,12.584161758422852,16.369903564453125,11.260880470275879,12.487863540649414,9.01500415802002,9.607382774353027,8.448777198791504,10.500921249389648,6.943667411804199,7.534999847412109,0.34137165546417236,0.4086236357688904,0.524319052696228,0.5470128655433655,0.657075047492981,0.5115236043930054,0.3555535674095154,0.25161314010620117,0.246270552277565,0.31511127948760986,0.31657925248146057,0.3831988573074341,1596.4225644535766,1070.1534175250663,2184.8790286035382,29.784038278808787,14.76604254261303,17.23854978173165,18.63406550972676,18.490612995800266,16.787122916734297,34.264915724272285,5.082016123128704,4.060950230173264,4.222478304890544,3.315520988820421,3.3269758385237584,2.3014890908336265,4.656892296890918,0.14104026556015015,63.02400914634146,blues
-160.3541717529297,126.2094955444336,-35.58139419555664,22.13925552368164,-32.473548889160156,10.850701332092285,-23.35007095336914,0.4932490289211273,-11.796538352966309,1.2035191059112549,-13.084959030151367,-2.810499429702759,-6.934471607208252,72.10481262207031,29.21080780029297,18.276552200317383,13.919527053833008,18.341903686523438,11.613141059875488,9.658858299255371,11.168416023254395,11.400674819946289,9.985846519470215,8.957854270935059,9.297122955322266,9.462997436523438,0.19260479509830475,0.3172665536403656,0.3920220732688904,0.2558269798755646,0.19266349077224731,0.5302209854125977,0.25377941131591797,0.13912144303321838,0.2764243185520172,0.3243265151977539,0.5551238656044006,0.27293071150779724,1748.4107584538087,1835.12851277257,3579.9574708164155,17.055249292784442,15.693600776805484,19.132496461845886,20.522276096213048,20.784787543291493,19.71064005586685,37.318275969997835,4.332860645417237,3.981796979680195,4.108780060615846,4.320574720461841,4.069408370875813,3.709227454517498,5.175914528276278,0.09150122106075287,135.99917763157896,blues
-177.80174255371094,118.20316314697266,-17.570629119873047,30.760927200317383,-21.7425537109375,11.919262886047363,-20.734298706054688,3.185288190841675,-8.580818176269531,-0.9328852295875549,-11.772245407104492,-2.408763885498047,-9.348445892333984,85.48365020751953,56.52614974975586,25.575532913208008,22.038372039794922,20.815298080444336,16.321996688842773,13.02712631225586,11.563016891479492,13.123480796813965,10.006048202514648,8.749557495117188,8.877084732055664,8.950291633605957,0.23832263052463531,0.30023735761642456,0.6171865463256836,0.23574118316173553,0.1239870935678482,0.24376831948757172,0.27965155243873596,0.4112926423549652,0.24398581683635712,0.2855333983898163,0.28433674573898315,0.36621904373168945,1729.5808044661662,1832.0115969728529,3481.4676306917054,17.470207038238584,19.56125479512844,21.289941922365124,21.344465999304166,20.78043860083157,19.40411528307254,37.94788487390753,4.7973048589537,5.359604822235526,5.525880265302687,4.859567760597111,4.096239014745878,3.4322492351140914,6.770134505833912,0.10345287621021271,69.83741554054055,blues
-190.0688018798828,130.27023315429688,-36.36211395263672,33.03621292114258,11.093891143798828,-0.5918817520141602,-20.89026641845703,0.2784423530101776,-6.496385097503662,-5.512735366821289,-7.8474040031433105,-3.124300718307495,-6.602821350097656,98.25144958496094,43.973899841308594,36.15287780761719,21.91330909729004,32.90848159790039,16.73653221130371,12.315980911254883,10.14166259765625,11.44982624053955,12.38556957244873,9.354485511779785,8.013117790222168,8.896451950073242,0.425513356924057,0.22324328124523163,0.1313476264476776,0.1525973528623581,0.24195808172225952,0.49116939306259155,0.24550849199295044,0.16911278665065765,0.2883557677268982,0.4618445634841919,0.3592756986618042,0.307186096906662,1389.068445556609,1459.4696908114731,2795.910729498985,24.755079947983496,21.066654198200172,22.205534237075828,21.25944816136903,21.652819321556088,20.14428616114598,32.86422789622399,6.7445102412926,5.806580027485774,5.84138465341244,4.876730126648395,4.353984836017783,3.5901594124918894,7.84776290565522,0.1417519599199295,71.77734375,blues
-179.37229919433594,136.44833374023438,-26.662588119506836,39.965450286865234,5.31089448928833,10.919133186340332,-20.559534072875977,8.5033597946167,-11.349763870239258,-3.470554828643799,-8.415842056274414,-6.957211017608643,-3.5460426807403564,81.0771484375,38.4583625793457,24.314783096313477,18.799100875854492,25.496854782104492,11.674243927001953,12.794262886047363,12.299772262573242,13.111818313598633,13.350184440612793,12.14746379852295,9.14978313446045,9.65739631652832,0.2593570053577423,0.26412147283554077,0.3253580927848816,0.21773897111415863,0.215277299284935,0.2957618534564972,0.19005171954631805,0.18074940145015717,0.26434093713760376,0.39047348499298096,0.6486374735832214,0.43659108877182007,1577.5671157628296,1451.859413795751,2955.3197165929523,20.203992591647996,20.094493223158633,20.707093884720244,19.630546752093863,20.709945310604542,19.603038090729164,36.09972121364525,4.557679951766509,4.594007501746556,5.003962195641866,4.574648963830398,4.049999752821409,3.270629208345129,5.772287710779049,0.13176751136779785,92.28515625,blues
-121.3897933959961,122.49832916259766,-14.734728813171387,46.122135162353516,-8.179258346557617,20.172466278076172,-19.171894073486328,23.03683853149414,-11.83272933959961,21.15465545654297,-6.722797393798828,6.989505767822266,-12.730550765991211,51.18275451660156,20.360193252563477,18.47224998474121,13.925419807434082,13.30699348449707,10.341513633728027,7.5933709144592285,8.783775329589844,6.524472236633301,7.6714863777160645,6.994175434112549,7.518989562988281,7.870708465576172,0.3196752071380615,0.304487019777298,0.3666154444217682,0.4221329391002655,0.5238111615180969,0.451119065284729,0.49344274401664734,0.35275280475616455,0.38013842701911926,0.46170589327812195,0.36635950207710266,0.46471479535102844,2031.8293659117528,1719.4633657271252,3782.441190998405,29.493067993031072,15.135638488596094,17.01936189989054,17.030466570492997,19.69611163340325,17.624290925668074,40.60499045883298,5.132538902778348,4.041840451580299,4.472982584661983,3.4311933330807154,3.791248127295284,2.5110472427400303,2.6987721531673796,0.14232727885246277,83.35433467741936,blues
-213.2642364501953,115.16475677490234,-11.698169708251953,39.015357971191406,-20.348329544067383,13.082701683044434,-9.182700157165527,9.017151832580566,-14.1043119430542,4.271254539489746,-6.050780296325684,3.7858355045318604,0.22263556718826294,78.31330108642578,28.253562927246094,25.866668701171875,18.733230590820312,23.065073013305664,16.680667877197266,11.24507999420166,8.244038581848145,10.492645263671875,9.623028755187988,9.211915016174316,10.218299865722656,8.73759937286377,0.2482471615076065,0.27315452694892883,0.48851239681243896,0.26800498366355896,0.17971846461296082,0.2677251994609833,0.22258570790290833,0.41535112261772156,0.2726886570453644,0.18117545545101166,0.2299007922410965,0.24054768681526184,1973.7920387617448,1817.2305900912734,3943.8319655416185,14.334424623877076,17.63670377718521,21.930637202724167,20.23588947831593,18.562802505723557,18.905217878458068,36.4906632629116,4.059145466243902,4.577128461432508,4.860886780063091,4.013044014354597,3.6137683751459933,4.1584550926028445,5.3199897084525665,0.08128055185079575,80.74951171875,blues
